"trip_duration_days","miles_traveled","total_receipts_amount","expected_output","receipts_per_day","receipts_per_mile","miles_per_day","efficiency_category","efficiency_bonus_zone","efficiency_penalty_zone","spending_per_day_category","spending_efficiency","very_low_receipts","optimal_receipt_range","high_spending_flag","receipt_cents","receipt_ends_49_99","is_5_day_trip","is_sweet_spot_duration","duration_penalty_zone","very_short_trip","very_long_trip","sweet_spot_combo","vacation_penalty","high_mile_low_spend","low_mile_high_spend","efficiency_spending_interaction","duration_efficiency_interaction","duration_spending_interaction","short_high_efficiency","long_low_efficiency","medium_balanced","trip_duration_binned","miles_binned","receipts_binned","trip_duration_squared","miles_traveled_squared","receipts_squared","trip_duration_cubed","log_trip_duration","log_miles_traveled","log_receipts","total_efficiency","cost_per_mile","productivity_score","residuals"
13,799,951.92,1793.36,73.2246153846154,1.19138923654568,61.4615384615385,"low",0,0,"low",1.19138923654568,0,0,0,92,0,0,0,1,0,1,0,0,0,0,4500.4975147929,799,951.92,0,1,0,"very_long","high","medium",169,638401,906151.6864,2197,2.63905732961526,6.68461172766793,6.85953095469512,10.9001804978382,1.19138923654568,0.064498109454664,155.472596502315
13,608,370.89,1170.54,28.53,0.610016447368421,46.7692307692308,"low",0,0,"low",0.610016447368421,0,0,0,89,0,0,0,1,0,1,0,0,0,0,1334.32615384615,608,370.89,0,1,0,"very_long","high","low",169,369664,137559.3921,2197,2.63905732961526,6.4118182677099,5.91859811162087,21.2535964935868,0.610016447368421,0.125760925997555,-159.775564540088
7,194,202.49,686.23,28.9271428571429,1.04376288659794,27.7142857142857,"low",0,0,"low",1.04376288659794,0,0,0,49,1,0,0,0,0,0,0,0,0,0,801.695102040816,194,202.49,0,1,0,"medium","low","low",49,37636,41002.2001,343,2.07944154167984,5.27299955856375,5.3156168636261,6.67354661162711,1.04376288659794,0.136194828808716,-94.8117456957291
13,889,232.72,1394.38,17.9015384615385,0.26177727784027,68.3846153846154,"low",0,0,"low",0.26177727784027,0,0,0,72,0,0,0,1,0,1,0,0,0,0,1224.18982248521,889,232.72,0,1,0,"very_long","high","low",169,790321,54158.5984,2197,2.63905732961526,6.79122146272619,5.45412381768624,49.4480575047065,0.26177727784027,0.292592056240867,-8.26201876237414
7,901,136.8,1222.6,19.5428571428571,0.151831298557159,128.714285714286,"medium",0,0,"low",0.151831298557159,0,0,0,80.0000000000018,0,0,0,0,0,0,0,0,0,0,2515.44489795918,901,136.8,0,0,0,"medium","high","low",49,811801,18714.24,343,2.07944154167984,6.80461452006262,4.92580335857956,45.7692307692308,0.151831298557159,0.934065934065934,151.637159466422
1,698,1525.82,1398.75,1525.82,2.18598853868195,698,"very_high",0,1,"high",2.18598853868195,0,0,1,82,0,0,0,1,1,0,0,0,0,0,1065022.36,698,1525.82,1,0,0,"very_short","high","high",1,487204,2328126.6724,1,0.693147180559945,6.54965074223381,7.33094242007792,0.457159324609319,2.18598853868195,0.457159324609319,186.754813389602
9,592,793.55,1235.69,88.1722222222222,1.34045608108108,65.7777777777778,"low",0,0,"medium",1.34045608108108,0,1,0,55,0,0,0,0,0,1,0,0,0,0,5799.77283950617,592,793.55,0,1,0,"long","medium","medium",81,350464,629721.6025,729,2.30258509299405,6.38519439899773,6.67777591665865,6.70568246177081,1.34045608108108,0.0827862032317384,-49.1132250786412
14,1015,871.76,1846.41,62.2685714285714,0.85887684729064,72.5,"low",0,0,"low",0.85887684729064,0,0,0,76,0,0,0,1,0,1,0,0,0,0,4514.47142857143,1015,871.76,0,1,0,"very_long","very_high","medium",196,1030225,759965.4976,2744,2.70805020110221,6.92362862813843,6.77166060395445,16.2816811036253,0.85887684729064,0.0830698015491086,92.9028469056802
9,524,136.46,848.89,15.1622222222222,0.260419847328244,58.2222222222222,"low",0,0,"low",0.260419847328244,0,0,0,46,0,0,0,0,0,1,0,0,0,0,882.778271604938,524,136.46,0,1,0,"long","medium","low",81,274576,18621.3316,729,2.30258509299405,6.26339826259162,4.92333296569346,34.3081623745089,0.260419847328244,0.423557560179123,-154.035366878152
5,781,2114.27,1789.85,422.854,2.7071318822023,156.2,"medium",0,0,"high",2.7071318822023,0,0,1,27,0,1,1,0,0,0,0,0,0,0,66049.7948,781,2114.27,0,0,0,"short","high","very_high",25,609961,4470137.6329,125,1.79175946922805,6.66185474054531,7.65693774290706,1.8461000250559,2.7071318822023,0.0738440010022361,115.369893761258
3,200,58.24,494.63,19.4133333333333,0.2912,66.6666666666667,"low",0,0,"low",0.2912,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1294.22222222222,200,58.24,0,0,0,"short","low","very_low",9,40000,3391.8976,27,1.38629436111989,5.30330490805908,4.0815969893996,10.1282916948008,0.2912,1.12536574386676,-33.6560075108575
5,503,2335.55,1649.42,467.11,4.64324055666004,100.6,"medium",0,0,"high",4.64324055666004,0,0,1,55.0000000000291,0,1,1,0,0,0,0,0,0,0,46991.266,503,2335.55,0,0,0,"short","medium","very_high",25,253009,5454793.8025,125,1.79175946922805,6.22257626807137,7.75643076144072,1.07637328539941,4.64324055666004,0.0430549314159765,14.1098541225984
11,667,2221.67,1872.89,201.97,3.3308395802099,60.6363636363636,"low",0,0,"high",3.3308395802099,0,0,1,67,0,0,0,1,0,1,0,1,0,1,12246.7263636364,667,2221.67,0,1,0,"long","high","very_high",121,444889,4935817.5889,1331,2.484906649788,6.50428817353665,7.70646445490151,3.30098485155241,3.3308395802099,0.0272808665417555,-92.2087066874519
7,336,1843.58,1691.68,263.368571428571,5.48684523809524,48,"low",0,0,"high",5.48684523809524,0,0,1,58,0,0,0,0,0,0,0,0,0,1,12641.6914285714,336,1843.58,0,1,0,"medium","medium","high",49,112896,3398787.2164,343,2.07944154167984,5.82008293035236,7.52000688828377,1.27508701167746,5.48684523809524,0.0260221839117848,219.04765420363
4,217,1506.46,1455.37,376.615,6.94221198156682,54.25,"low",0,0,"high",6.94221198156682,0,0,1,46,0,0,1,0,0,0,0,0,0,1,20431.36375,217,1506.46,0,0,0,"short","low","high",16,47089,2269421.7316,64,1.6094379124341,5.38449506278909,7.31818139425262,0.575803006381596,6.94221198156682,0.0359876878988497,314.990922448004
8,207,1146.93,1479.01,143.36625,5.54072463768116,25.875,"low",0,0,"high",5.54072463768116,0,0,1,93,0,0,0,0,0,1,0,1,0,1,3709.60171875,207,1146.93,0,1,0,"medium","low","high",64,42849,1315448.4249,512,2.19722457733622,5.33753807970132,7.04571559941067,1.44259667401322,5.54072463768116,0.0225405730314566,280.535360507773
7,690,1807.71,1710.98,258.244285714286,2.61986956521739,98.5714285714286,"low",0,0,"high",2.61986956521739,0,0,1,71,0,0,0,0,0,0,0,0,0,1,25455.5081632653,690,1807.71,0,1,0,"medium","high","high",49,476100,3267815.4441,343,2.07944154167984,6.53813982376767,7.50036916298105,2.67041150875486,2.61986956521739,0.0544981940562216,94.3224379484304
2,251,1916.43,1285.2,958.215,7.63517928286853,125.5,"medium",0,0,"high",7.63517928286853,0,0,1,43,0,0,0,0,0,0,0,0,0,0,120255.9825,251,1916.43,0,0,0,"very_short","low","high",4,63001,3672703.9449,8,1.09861228866811,5.52942908751142,7.55874102670804,0.261808775287755,7.63517928286853,0.0654521938219387,72.8085281718326
4,627,956.98,1337.63,239.245,1.52628389154705,156.75,"medium",0,0,"high",1.52628389154705,0,0,0,98,0,0,1,0,0,0,0,0,0,0,37501.65375,627,956.98,0,0,0,"short","high","medium",16,393129,915810.7204,64,1.6094379124341,6.4425401664682,6.86482690092621,2.61800872669576,1.52628389154705,0.163625545418485,224.910686478758
1,432,581.71,448.34,581.71,1.34655092592593,432,"very_high",0,1,"high",1.34655092592593,0,0,0,71,0,0,0,1,1,0,0,0,0,0,251298.72,432,581.71,1,0,0,"very_short","medium","medium",1,186624,338386.5241,1,0.693147180559945,6.07073772800249,6.36768963549139,0.741363628563093,1.34655092592593,0.741363628563093,-283.650865316085
4,1194,2250.51,1691.15,562.6275,1.88484924623116,298.5,"high",0,0,"high",1.88484924623116,0,0,1,51.0000000000291,0,0,1,0,0,0,0,0,0,0,167944.30875,1194,2250.51,0,0,0,"short","very_high","very_high",16,1425636,5064795.2601,64,1.6094379124341,7.08590146436561,7.71935638121522,2.12124307686841,1.88484924623116,0.132577692304276,-169.492074134329
10,64,455.9,774.64,45.59,7.1234375,6.4,"low",0,0,"low",7.1234375,0,0,0,90,0,0,0,0,0,1,0,0,0,0,291.776,64,455.9,0,1,0,"long","very_low","low",100,4096,207844.81,1000,2.39789527279837,4.17438726989564,6.12446454856923,1.40074414532721,7.1234375,0.0140074414532721,-195.640062866859
8,15,377.85,657.8,47.23125,25.19,1.875,"low",0,0,"low",25.19,0,0,0,85,0,0,0,0,0,1,0,0,0,0,88.55859375,15,377.85,0,1,0,"medium","very_low","low",64,225,142770.6225,512,2.19722457733622,2.77258872223978,5.93714034837738,0.316748053319256,25.19,0.00494918833311337,-160.660188798448
11,741,1207.39,1878.06,109.762727272727,1.62940620782726,67.3636363636364,"low",0,0,"medium",1.62940620782726,0,0,1,39.0000000000146,0,0,0,1,0,1,0,0,0,1,7394.01644628099,741,1207.39,0,1,0,"long","high","high",121,549081,1457790.6121,1331,2.484906649788,6.60934924316738,7.09704417407278,6.74533883928202,1.62940620782726,0.0557466019775373,268.311556543119
8,638,1007.48,1483.06,125.935,1.57912225705329,79.75,"low",0,0,"high",1.57912225705329,0,0,1,48,0,0,0,0,0,1,0,1,0,1,10043.31625,638,1007.48,0,1,0,"medium","high","high",64,407044,1015015.9504,512,2.19722457733622,6.45990445437753,6.9161995257648,5.06108202443281,1.57912225705329,0.0790794066317626,145.902174918845
12,965,1700.28,1879.09,141.69,1.7619481865285,80.4166666666667,"low",0,0,"high",1.7619481865285,0,0,1,28,0,0,0,1,0,1,0,1,0,1,11394.2375,965,1700.28,0,1,0,"long","high","high",144,931225,2890952.0784,1728,2.56494935746154,6.87316383421252,7.43913618790278,6.80663970657387,1.7619481865285,0.0472683312956519,-69.2417154892744
8,1182,990.07,1840.75,123.75875,0.837622673434856,147.75,"medium",0,0,"high",0.837622673434856,0,0,0,7,0,0,0,0,0,1,0,1,0,0,18285.3553125,1182,990.07,0,0,0,"medium","very_high","medium",64,1397124,980238.6049,512,2.19722457733622,7.07580886397839,6.8987851675569,9.54120294227451,0.837622673434856,0.149081295973039,267.826744334097
13,1062,869.28,2090.54,66.8676923076923,0.818531073446328,81.6923076923077,"low",0,0,"low",0.818531073446328,0,0,0,28,0,0,0,1,0,1,0,0,0,0,5462.57609467456,1062,869.28,0,1,0,"very_long","very_high","medium",169,1127844,755647.7184,2197,2.63905732961526,6.96885037834195,6.76881499895,15.8638599071563,0.818531073446328,0.0938689935334693,367.087499297723
1,754,1220.47,1346.14,1220.47,1.61866047745358,754,"very_high",0,1,"high",1.61866047745358,0,0,1,47,0,0,0,1,1,0,0,0,0,0,920234.38,754,1220.47,1,0,0,"very_short","high","high",1,568516,1489547.0209,1,0.693147180559945,6.62671774924902,7.10781033042894,0.617289004232605,1.61866047745358,0.617289004232605,226.095211210373
14,767,186.47,1292.77,13.3192857142857,0.243116036505867,54.7857142857143,"low",0,0,"low",0.243116036505867,0,0,0,47,0,0,0,1,0,1,0,0,0,0,729.706581632653,767,186.47,0,1,0,"very_long","high","low",196,588289,34771.0609,2744,2.70805020110221,6.64378973314767,5.2336188326091,57.2784978929962,0.243116036505867,0.29223723414794,-87.846469610605
11,775,1752.23,1809.29,159.293636363636,2.26094193548387,70.4545454545455,"low",0,0,"high",2.26094193548387,0,0,1,23,0,0,0,1,0,1,0,1,0,1,11222.9607438017,775,1752.23,0,1,0,"long","high","high",121,600625,3070309.9729,1331,2.484906649788,6.65415252018322,7.46921507996567,4.86245387085551,2.26094193548387,0.040185569180624,-24.2082412515772
8,592,1402.98,1561.41,175.3725,2.36989864864865,74,"low",0,0,"high",2.36989864864865,0,0,1,98,0,0,0,0,0,1,0,1,0,1,12977.565,592,1402.98,0,1,0,"medium","medium","high",64,350464,1968352.8804,512,2.19722457733622,6.38519439899773,7.24706633947005,3.3732674254619,2.36989864864865,0.0527073035228422,93.3304264535227
6,957,727.75,1448.72,121.291666666667,0.760449320794148,159.5,"medium",0,0,"high",0.760449320794148,0,1,0,75,0,0,1,0,0,0,0,0,0,0,19346.0208333333,957,727.75,0,0,1,"medium","high","medium",36,915849,529620.0625,216,1.94591014905531,6.86484777797086,6.5913307376647,7.87924528301887,0.760449320794148,0.218867924528302,176.599941788786
9,800,2167.72,1726.51,240.857777777778,2.70965,88.8888888888889,"low",0,0,"high",2.70965,0,0,1,71.9999999999709,0,0,0,0,0,1,0,1,0,1,21409.5802469136,800,2167.72,0,1,0,"long","high","very_high",81,640000,4699009.9984,729,2.30258509299405,6.68586094706836,7.68189241074647,3.31993065033753,2.70965,0.0409867981523151,-177.10321934994
6,1198,222.6,1107.96,37.1,0.185809682804674,199.666666666667,"high_optimal",1,0,"low",0.185809682804674,0,0,0,60,0,0,1,0,0,0,0,0,0,0,7407.63333333333,1198,222.6,0,0,0,"medium","very_high","low",36,1435204,49550.76,216,1.94591014905531,7.08924315502751,5.40985874128094,32.1466905187835,0.185809682804674,0.892963625521765,-78.1584581884939
3,1092,1737.65,1462.01,579.216666666667,1.59125457875458,364,"very_high",0,1,"high",1.59125457875458,0,0,1,65,0,0,0,0,0,0,0,0,0,0,210834.866666667,1092,1737.65,1,0,0,"short","very_high","high",9,1192464,3019427.5225,27,1.38629436111989,6.99668148817654,7.46086422900286,1.88422051591752,1.59125457875458,0.209357835101947,-106.771797758074
12,958,2499.84,1791.69,208.32,2.6094363256785,79.8333333333333,"low",0,0,"high",2.6094363256785,0,0,1,84,0,0,0,1,0,1,0,1,0,1,16630.88,958,2499.84,0,1,0,"long","high","very_high",144,917764,6249200.0256,1728,2.56494935746154,6.86589107488344,7.82438195442093,4.59685545656659,2.6094363256785,0.031922607337268,-459.642349997401
11,955,1282.19,2000.42,116.562727272727,1.34260732984293,86.8181818181818,"low",0,0,"medium",1.34260732984293,0,0,1,19,0,0,0,1,0,1,0,0,0,1,10119.7640495868,955,1282.19,0,1,0,"long","high","high",121,912025,1644011.1961,1331,2.484906649788,6.8627579130514,7.15710444406443,8.18662863644511,1.34260732984293,0.067658087904505,266.665479933325
11,605,1880.69,1711.55,170.971818181818,3.10857851239669,55,"low",0,0,"high",3.10857851239669,0,0,1,69,0,0,0,1,0,1,0,1,0,1,9403.45,605,1880.69,0,1,0,"long","high","high",121,366025,3536994.8761,1331,2.484906649788,6.40687998606931,7.53992558819307,3.53671433658041,3.10857851239669,0.0292290441039704,-95.3708359481536
7,670,1558.02,1702.81,222.574285714286,2.32540298507463,95.7142857142857,"low",0,0,"high",2.32540298507463,0,0,1,2,0,0,0,0,0,0,0,0,0,1,21303.5387755102,670,1558.02,0,1,0,"medium","high","high",49,448900,2427426.3204,343,2.07944154167984,6.50876913697168,7.35181269771186,3.00830008595143,2.32540298507463,0.0613938793051313,190.66184756971
11,844,1962.77,1787.57,178.433636363636,2.32555687203791,76.7272727272727,"low",0,0,"high",2.32555687203791,0,0,1,77,0,0,0,1,0,1,0,1,0,1,13690.7262809917,844,1962.77,0,1,0,"long","high","high",121,712336,3852466.0729,1331,2.484906649788,6.73933662735717,7.58262137411377,4.72764122071322,2.32555687203791,0.0390714150472167,-157.285271101796
3,718,1158.02,1416.98,386.006666666667,1.61284122562674,239.333333333333,"high",0,0,"high",1.61284122562674,0,0,1,2,0,0,0,0,0,0,0,0,0,0,92384.2622222222,718,1158.02,1,0,0,"short","high","high",9,515524,1341010.3204,27,1.38629436111989,6.57786135772105,7.05533009944626,1.85846663560594,1.61284122562674,0.206496292845105,236.787123766097
6,323,1477.23,1608.55,246.205,4.57346749226006,53.8333333333333,"low",0,0,"high",4.57346749226006,0,0,1,23,0,0,1,0,0,0,0,0,0,1,13254.0358333333,323,1477.23,0,0,0,"medium","medium","high",36,104329,2182208.4729,216,1.94591014905531,5.78074351579233,7.29860070509817,1.31102737733641,4.57346749226006,0.0364174271482336,332.022569620712
14,616,2374.41,1828.37,169.600714285714,3.85456168831169,44,"low",0,0,"high",3.85456168831169,0,0,1,41,0,0,0,1,0,1,0,1,0,1,7462.43142857143,616,2374.41,0,1,0,"very_long","high","very_high",196,379456,5637822.8481,2744,2.70805020110221,6.42486902390539,7.77292533314857,3.63053115041193,3.85456168831169,0.0185231181143466,-322.63040858736
8,752,1519.78,1662.92,189.9725,2.02098404255319,94,"low",0,0,"high",2.02098404255319,0,0,1,78,0,0,0,0,0,1,0,1,0,1,17857.415,752,1519.78,0,1,0,"medium","high","high",64,565504,2309731.2484,512,2.19722457733622,6.62406522779989,7.32697864011457,3.95586475361328,2.02098404255319,0.0618103867752075,78.8190433367289
1,1166,1423.69,1412.13,1423.69,1.22100343053173,1166,"very_high",0,1,"high",1.22100343053173,0,0,1,69,0,0,0,1,1,0,0,0,0,0,1660022.54,1166,1423.69,1,0,0,"very_short","very_high","high",1,1359556,2026893.2161,1,0.693147180559945,7.06219163228656,7.261709525177,0.818423657076276,1.22100343053173,0.818423657076276,30.6743884902276
3,1187,1632.14,1451.85,544.046666666667,1.37501263689975,395.666666666667,"very_high",0,1,"high",1.37501263689975,0,0,1,14,0,0,0,0,0,0,0,0,0,0,215261.131111111,1187,1632.14,1,0,0,"short","very_high","high",9,1408969,2663880.9796,27,1.38629436111989,7.08002649992259,7.3982598210777,2.18046217715566,1.37501263689975,0.242273575239518,-118.872460996723
3,1013,166.52,711.07,55.5066666666667,0.164383020730503,337.666666666667,"very_high",0,1,"low",0.164383020730503,0,0,0,52,0,0,0,0,0,0,0,0,1,0,18742.7511111111,1013,166.52,1,0,0,"short","very_high","low",9,1026169,27728.9104,27,1.38629436111989,6.92165818415113,5.12110274712223,18.14111747851,0.164383020730503,2.01567971983445,-220.9817897445
5,741,429.24,951.92,85.848,0.579271255060729,148.2,"medium",0,0,"medium",0.579271255060729,0,0,0,24,0,1,1,0,0,0,0,0,0,0,12722.6736,741,429.24,0,0,1,"short","high","low",25,549081,184246.9776,125,1.79175946922805,6.60934924316738,6.06434319252055,8.61147266641874,0.579271255060729,0.34445890665675,-59.6024235570045
14,467,2176.26,1809.83,155.447142857143,4.66008565310493,33.3571428571429,"low",0,0,"high",4.66008565310493,0,0,1,26.0000000000291,0,0,0,1,0,1,0,1,0,1,5185.27255102041,467,2176.26,0,1,0,"very_long","medium","very_high",196,218089,4736107.5876,2744,2.70805020110221,6.14846829591765,7.68582248451212,3.00285680166815,4.66008565310493,0.0153206979676946,-198.90540057887
3,224,358.77,406.36,119.59,1.60165178571429,74.6666666666667,"low",0,0,"medium",1.60165178571429,0,0,0,77,0,0,0,0,0,0,0,0,0,1,8929.38666666667,224,358.77,0,0,0,"short","low","low",9,50176,128715.9129,27,1.38629436111989,5.41610040220442,5.88546493838479,1.86786002168052,1.60165178571429,0.207540002408946,-247.682639464457
3,712,512.23,751.16,170.743333333333,0.719424157303371,237.333333333333,"high",0,0,"high",0.719424157303371,0,0,0,23,0,0,0,0,0,0,0,0,0,0,40523.0844444444,712,512.23,1,0,0,"short","high","medium",9,506944,262379.5729,27,1.38629436111989,6.5694814204143,6.24072408777496,4.16187674142197,0.719424157303371,0.462430749046886,-179.111352485757
12,218,901.03,1371.86,75.0858333333333,4.13316513761468,18.1666666666667,"low",0,0,"medium",4.13316513761468,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1364.05930555556,218,901.03,0,1,0,"long","low","medium",144,47524,811855.0609,1728,2.56494935746154,5.3890717298165,6.80464777893304,2.90012527299535,4.13316513761468,0.0201397588402455,62.4267790481193
6,373,587.38,956.61,97.8966666666667,1.57474530831099,62.1666666666667,"low",0,0,"medium",1.57474530831099,0,0,0,38,0,0,1,0,0,0,0,0,0,0,6085.90944444444,373,587.38,0,0,0,"medium","medium","medium",36,139129,345015.2644,216,1.94591014905531,5.92425579741453,6.37737299766693,3.80366429858255,1.57474530831099,0.105657341627293,-1.51104496369318
8,562,2479.33,1478.31,309.91625,4.41161921708185,70.25,"low",0,0,"high",4.41161921708185,0,0,1,33,0,0,0,0,0,1,0,1,0,1,21771.6165625,562,2479.33,0,1,0,"medium","medium","very_high",64,315844,6147077.2489,512,2.19722457733622,6.33327962813969,7.81614689482286,1.81266202481121,4.41161921708185,0.0283228441376752,-388.492396980668
5,132,2387.03,1454.05,477.406,18.0835606060606,26.4,"low",0,0,"high",18.0835606060606,0,0,1,3.0000000000291,0,1,1,0,0,0,0,0,0,1,12603.5184,132,2387.03,0,0,0,"short","low","very_high",25,17424,5697912.2209,125,1.79175946922805,4.89034912822175,7.77822403724765,0.276378437456816,18.0835606060606,0.0110551374982726,-35.6354162402978
3,98,871.46,866.05,290.486666666667,8.89244897959184,32.6666666666667,"low",0,0,"high",8.89244897959184,0,0,0,46,0,0,0,0,0,0,0,0,0,1,9489.23111111111,98,871.46,0,0,0,"short","very_low","medium",9,9604,759442.5316,27,1.38629436111989,4.59511985013459,6.77131680775345,0.336978199573619,8.89244897959184,0.0374420221748466,71.869782284809
14,545,1206.76,1977.89,86.1971428571429,2.21423853211009,38.9285714285714,"low",0,0,"medium",2.21423853211009,0,0,1,76,0,0,0,1,0,1,0,0,0,0,3355.53163265306,545,1206.76,0,1,0,"very_long","medium","high",196,297025,1456269.6976,2744,2.70805020110221,6.3026189757449,7.09652268325948,6.31748029409817,2.21423853211009,0.0322320423168274,305.577776542079
1,869,1498.88,1398.94,1498.88,1.724833141542,869,"very_high",0,1,"high",1.724833141542,0,0,1,88,0,0,0,1,1,0,0,0,0,0,1302526.72,869,1498.88,1,0,0,"very_short","high","high",1,755161,2246641.2544,1,0.693147180559945,6.76849321164863,7.31314038389013,0.57937968370803,1.724833141542,0.57937968370803,121.053738156931
2,875,393.25,640.56,196.625,0.449428571428571,437.5,"very_high",0,1,"high",0.449428571428571,0,0,0,25,0,0,0,0,0,0,0,0,0,0,86023.4375,875,393.25,1,0,0,"very_short","high","low",4,765625,154645.5625,8,1.09861228866811,6.77536609093639,5.97698522584315,4.43880786303107,0.449428571428571,1.10970196575777,-266.748274588983
8,888,2296.07,1718.71,287.00875,2.58566441441441,111,"medium",0,0,"high",2.58566441441441,0,0,1,7.0000000000291,0,0,0,0,0,1,0,1,0,0,31857.97125,888,2296.07,0,0,0,"medium","high","very_high",64,788544,5271937.4449,512,2.19722457733622,6.7900972355139,7.73938967675676,3.09263540074965,2.58566441441441,0.0483224281367133,-223.209697350254
1,716,1396.41,1376.59,1396.41,1.95029329608939,716,"very_high",0,1,"high",1.95029329608939,0,0,1,41,0,0,0,1,1,0,0,0,0,0,999829.56,716,1396.41,1,0,0,"very_short","high","high",1,512656,1949960.8881,1,0.693147180559945,6.57507584059962,7.24237580223988,0.512376467894176,1.95029329608939,0.512376467894176,206.119209529151
8,1025,1031.33,2214.64,128.91625,1.0061756097561,128.125,"medium",0,0,"high",1.0061756097561,0,0,1,33,0,0,0,0,0,1,0,1,0,0,16517.39453125,1025,1031.33,0,0,0,"medium","very_high","high",64,1050625,1063641.5689,512,2.19722457733622,6.93342302573071,6.93957366236866,7.9431964584968,1.0061756097561,0.124112444664012,695.886219416481
9,1064,2016.76,1810.94,224.084444444444,1.89545112781955,118.222222222222,"medium",0,0,"high",1.89545112781955,0,0,1,76,0,0,0,0,0,1,0,1,0,0,26491.7609876543,1064,2016.76,0,0,0,"long","very_high","very_high",81,1132096,4067320.8976,729,2.30258509299405,6.97073007814353,7.60974326420756,4.74585679168979,1.89545112781955,0.0585908245887629,-152.526914526195
4,463,1963.41,1607.34,490.8525,4.24062634989201,115.75,"medium",0,0,"high",4.24062634989201,0,0,1,41,0,0,1,0,0,0,0,0,0,0,56816.176875,463,1963.41,0,0,0,"short","medium","high",16,214369,3854978.8281,64,1.6094379124341,6.13988455222626,7.58294722476504,0.942776711582613,4.24062634989201,0.0589235444739133,182.383956122166
1,678,1478.57,1370.31,1478.57,2.18078171091445,678,"very_high",0,1,"high",2.18078171091445,0,0,1,57,0,0,0,1,1,0,0,0,0,0,1002470.46,678,1478.57,1,0,0,"very_short","high","high",1,459684,2186169.2449,1,0.693147180559945,6.5206211275587,7.29950678400254,0.458241245767351,2.18078171091445,0.458241245767351,185.317890185319
1,436,1358.14,1154.03,1358.14,3.115,436,"very_high",0,1,"high",3.115,0,0,1,14,0,0,0,1,1,0,0,0,0,0,592149.04,436,1358.14,1,0,0,"very_short","medium","high",1,190096,1844544.2596,1,0.693147180559945,6.07993319509559,7.21460742576947,0.320791088482423,3.115,0.320791088482423,122.991971456023
5,586,2135.36,1661.61,427.072,3.6439590443686,117.2,"medium",0,0,"high",3.6439590443686,0,0,1,36,0,1,1,0,0,0,0,0,0,0,50052.8384,586,2135.36,0,0,0,"short","medium","very_high",25,343396,4559762.3296,125,1.79175946922805,6.3750248198281,7.66685872520477,1.37149169615608,3.6439590443686,0.0548596678462431,65.9561913593231
1,797,126.8,543.18,126.8,0.15909661229611,797,"very_high",0,1,"high",0.15909661229611,0,0,0,80,0,0,0,1,1,0,0,0,0,0,101059.6,797,126.8,1,0,0,"very_short","high","low",1,635209,16078.24,1,0.693147180559945,6.68210859744981,4.85046654194343,6.23630672926448,0.15909661229611,6.23630672926448,-177.304205682435
14,481,939.99,877.17,67.1421428571429,1.95424116424116,34.3571428571429,"low",0,0,"low",1.95424116424116,0,0,0,99,1,0,0,1,0,1,0,0,0,0,2306.81219387755,481,939.99,0,1,0,"very_long","medium","medium",196,231361,883581.2001,2744,2.70805020110221,6.1779441140506,6.84693251253635,7.15629284051903,1.95424116424116,0.0365116981659134,-664.485159352358
7,172,1486.86,1557.94,212.408571428571,8.64453488372093,24.5714285714286,"low",0,0,"high",8.64453488372093,0,0,1,86,0,0,0,0,0,0,0,0,0,1,5219.18204081633,172,1486.86,0,1,0,"medium","low","high",49,29584,2210752.6596,343,2.07944154167984,5.15329159449778,7.30509412494516,0.809215920852768,8.64453488372093,0.0165146106296483,294.967572687013
10,1192,23.47,1157.87,2.347,0.0196895973154362,119.2,"medium",0,0,"low",0.0196895973154362,1,0,0,47,0,0,0,0,0,1,0,0,0,0,279.7624,1192,23.47,0,0,0,"long","very_high","very_low",100,1420864,550.8409,1000,2.39789527279837,7.08422642209792,3.19744787745458,487.127094401308,0.0196895973154362,4.87127094401308,-149.537467635758
7,981,658.85,1351.69,94.1214285714286,0.671610601427115,140.142857142857,"medium",0,0,"medium",0.671610601427115,0,1,0,85,0,0,0,0,0,0,0,0,0,0,13190.4459183673,981,658.85,0,0,0,"medium","high","medium",49,962361,434083.3225,343,2.07944154167984,6.88959130835447,6.49201253646284,10.406910661514,0.671610601427115,0.212385931867632,45.203075225889
10,692,1671.71,1701.23,167.171,2.41576589595376,69.2,"low",0,0,"high",2.41576589595376,0,0,1,71,0,0,0,0,0,1,0,1,0,1,11568.2332,692,1671.71,0,1,0,"long","high","high",100,478864,2794614.3241,1000,2.39789527279837,6.5410299991899,7.42220034465844,4.13699924075303,2.41576589595376,0.0413699924075303,-14.4012475383081
13,710,2223.86,1979.83,171.066153846154,3.13219718309859,54.6153846153846,"low",0,0,"high",3.13219718309859,0,0,1,86,0,0,0,1,0,1,0,1,0,1,9342.84378698225,710,2223.86,0,1,0,"very_long","high","very_high",169,504100,4945553.2996,2197,2.63905732961526,6.56667242980324,7.7074492712724,4.14857564071447,3.13219718309859,0.0245477848562986,-105.37089156251
12,380,1526.79,1787.41,127.2325,4.01786842105263,31.6666666666667,"low",0,0,"high",4.01786842105263,0,0,1,79,0,0,0,1,0,1,0,1,0,1,4029.02916666667,380,1526.79,0,1,0,"long","medium","high",144,144400,2331087.7041,1728,2.56494935746154,5.9427993751267,7.3315775257265,2.98470339510011,4.01786842105263,0.0207271069104174,166.203291510511
